Title,ExperienceLevel,YearsOfExperience,Skills,YearsOfExperience_Min,ExperienceLevel_Normalized
Content Writer,Experienced,5-10,"Advanced content strategy; SEO and keyword research; Content marketing; Multi-format content creation (blogs, whitepapers, social media, scripts); Editing and fact-checking; Digital marketing tools (Google Analytics, SEMrush, HubSpot); AI-assisted content creation; Performance tracking and KPI analysis; Collaboration with teams; Project management for content initiatives",5,Senior-Level
Content Writer,Fresher,0-1,Writing and grammar; SEO basics; Content research; Proofreading; Adaptation of tone and style; WordPress basics; AI content tools awareness; Digital marketing basics; Creativity; Time management,0,Entry-Level
Content Writer,Mid-Level,2-5,Content strategy support; Advanced writing and editing; SEO optimization; Research and fact-checking; Multi-format content creation; CMS proficiency; AI content tools; Collaboration; Time management; Digital marketing awareness,2,Entry-Level
Content Writer,Experienced,5-8,Content strategy development; Advanced SEO skills; Multi-format content creation; Editing and fact-checking; Digital marketing tools; AI-assisted content creation; Analytics and KPI tracking; Collaboration and team management; Brand voice consistency; Project management,5,Senior-Level
Content Writer,Experienced,6-10,"Content strategy; SEO and keyword optimization; Content marketing; Editing and proofreading; Multi-format content creation; Digital marketing tools (Google Analytics, SEMrush, HubSpot); AI-assisted writing; Collaboration with cross-functional teams; Performance tracking and KPI analysis; Project management for content initiatives",6,Senior-Level
Content Writer,Fresher,0-1,Basic writing and grammar; SEO fundamentals; Research and fact-checking; CMS familiarity; Proofreading; Tone and style adaptation; Digital marketing awareness; AI writing tool exposure; Creativity; Time management,0,Entry-Level
Content Writer,Fresher,0-2,Writing clarity and grammar; SEO basics; Keyword usage; Research skills; CMS familiarity; AI tool awareness; Content formatting; Digital marketing awareness; Communication skills; Creativity,0,Entry-Level
Content Writer,Mid-Level,2-5,Content strategy support; SEO optimization; Advanced writing and editing; Research and fact-checking; Multi-format content creation; CMS tools; AI-assisted content creation; Collaboration with marketing teams; Digital marketing knowledge; Time management,2,Entry-Level
Content Writer,Mid-Level,3-5,"Content strategy planning; SEO keyword research; Advanced writing and editing; Content optimization; Research and fact-checking; Multi-format content creation; Digital marketing tools (GA, SEMrush); CMS and AI tools; Collaboration and teamwork; Time management",3,Mid-Level
Content Writer,Experienced,5-8,"Content strategy development; Advanced SEO and keyword optimization; Multi-format content creation; Editing and proofreading; Digital marketing tools (GA4, SEMrush, HubSpot); AI-assisted writing; Analytics and KPI tracking; Collaboration with cross-functional teams; Content calendar management; Project management",5,Senior-Level
Content Writer,Experienced,5-10,Content strategy leadership; Advanced SEO techniques; Content marketing; Editing and proofreading; Multi-format content creation; Digital marketing tools proficiency; AI-assisted content creation; Performance tracking; Collaboration and mentoring; Project management,5,Senior-Level
Content Writer,Fresher,0-2,Writing clarity; Grammar and punctuation; Basic SEO knowledge; Content research; Proofreading; CMS familiarity; AI tools exposure; Creativity; Digital marketing awareness; Adaptable tone and style,0,Entry-Level
Content Writer,Mid-Level,2-5,Content strategy support; Advanced writing and editing; SEO optimization; Research and fact-checking; Multi-format content creation; CMS proficiency; AI-assisted content creation; Collaboration; Digital marketing awareness; Time management,2,Entry-Level
Content Writer,Experienced,5-8,"Content strategy leadership; Advanced SEO; Multi-format content creation; Editing and proofreading; Digital marketing tools (GA, SEMrush, HubSpot); AI-assisted writing; Analytics and KPI tracking; Collaboration with cross-functional teams; Content calendar management; Project management",5,Senior-Level
Content Writer,Experienced,6-10,Comprehensive content strategy; Advanced SEO and analytics; Content marketing; Editing and proofreading; Multi-format content creation; Digital marketing tools; AI-assisted content optimization; Cross-functional collaboration; Performance tracking and KPI analysis; Project management for content initiatives,6,Senior-Level
Copywriter,Fresher,0-1,"Clear and persuasive writing; Grammar and punctuation mastery; Proofreading and editing; Tone and style adaptation; Creativity and storytelling; Basic SEO knowledge; Research and fact-checking; Familiarity with digital marketing channels; CMS basics (WordPress, HubSpot); AI writing tool awareness",0,Entry-Level
Copywriter,Fresher,0-2,Persuasive copywriting; Content editing and proofreading; Creativity and storytelling; Basic SEO practices; Research and accuracy; Adaptable writing style; Email and social media familiarity; CMS usage; AI-assisted writing tools; Time management,0,Entry-Level
Copywriter,Mid-Level,2-5,Advanced copywriting; SEO optimization; Content research; Brand voice consistency; Editing and proofreading; Digital marketing channel familiarity; CMS proficiency; AI-assisted writing tools; Storytelling and creativity; Collaboration with marketing teams,2,Entry-Level
Copywriter,Mid-Level,3-5,Strategic copywriting; SEO and keyword optimization; Content research and accuracy; Editing and proofreading; Brand voice alignment; Digital marketing expertise; CMS and AI tools; Storytelling; Collaboration and communication; Time management,3,Mid-Level
Copywriter,Experienced,5-8,Content strategy; Advanced copywriting and editing; SEO optimization and analytics; Brand messaging; Multi-format content creation; Digital marketing channels and tools; AI-assisted content creation; Collaboration and leadership; Project management; Time management,5,Senior-Level
Copywriter,Experienced,5-10,Strategic copywriting; Advanced SEO and analytics; Multi-format content creation; Editing and proofreading; Brand consistency; Digital marketing strategy; AI-assisted content optimization; Team leadership and collaboration; Project management; Performance tracking,5,Senior-Level
Copywriter,Fresher,0-1,Grammar and punctuation; Persuasive writing; Storytelling; SEO basics; Research and fact-checking; CMS familiarity; AI writing tools; Creativity; Time management; Communication,0,Entry-Level
Copywriter,Mid-Level,2-5,Strategic copywriting; SEO optimization; Editing and proofreading; Research and fact-checking; Content adaptation for brand voice; Digital marketing familiarity; CMS proficiency; AI-assisted content tools; Storytelling and creativity; Team collaboration,2,Entry-Level
Copywriter,Experienced,5-8,Content strategy; Advanced SEO; Multi-format copywriting; Editing and proofreading; Brand voice alignment; Digital marketing tools; AI-assisted content creation; Collaboration and leadership; Project management; Performance tracking,5,Senior-Level
Copywriter,Experienced,6-10,Strategic content planning; Advanced copywriting and editing; SEO and analytics expertise; Multi-format content creation; Digital marketing integration; Brand voice consistency; AI-assisted writing tools; Team leadership; Project management; KPI analysis,6,Senior-Level
Copywriter,Fresher,0-1,Grammar and punctuation; Persuasive writing; Basic SEO knowledge; Storytelling; Content research; CMS familiarity; AI writing tools awareness; Creativity; Time management; Communication,0,Entry-Level
Copywriter,Mid-Level,2-5,Advanced copywriting; SEO optimization; Content research and accuracy; Editing and proofreading; Brand voice consistency; Digital marketing tools; CMS proficiency; AI-assisted content creation; Storytelling and creativity; Collaboration,2,Entry-Level
Copywriter,Experienced,5-8,Strategic copywriting; Advanced SEO and analytics; Multi-format content creation; Editing and proofreading; Brand messaging and consistency; Digital marketing integration; AI-assisted writing tools; Leadership and mentoring; Project management; Performance measurement,5,Senior-Level
Copywriter,Experienced,6-10,Content strategy; Advanced copywriting and editing; SEO optimization; Multi-format content creation; Digital marketing integration; Brand voice consistency; AI content tools; Team leadership; Project management; Analytics and KPI tracking,6,Senior-Level
Copywriter,Fresher,0-1,Grammar and punctuation; Persuasive writing; Basic SEO knowledge; Storytelling; Research and fact-checking; CMS usage; AI writing tools; Creativity; Time management; Team collaboration,0,Entry-Level
Copywriter,Mid-Level,3-5,Strategic copywriting; Advanced SEO; Content research; Editing and proofreading; Brand voice consistency; CMS proficiency; AI-assisted writing tools; Digital marketing knowledge; Collaboration; Creativity,3,Mid-Level
Copywriter,Experienced,5-8,Content strategy; Advanced copywriting; SEO optimization; Multi-format content creation; Editing and proofreading; Brand consistency; Digital marketing integration; AI-assisted content tools; Leadership; Performance tracking,5,Senior-Level
Copywriter,Experienced,6-10,Strategic content planning; Advanced copywriting; SEO and analytics expertise; Editing and proofreading; Multi-format content creation; Digital marketing integration; Brand voice consistency; AI-assisted writing; Team leadership; Project and performance management,6,Senior-Level
Copywriter,Fresher,0-1,Grammar and punctuation; Storytelling; Basic SEO; Content research; CMS familiarity; AI writing tools awareness; Creativity; Time management; Communication; Team collaboration,0,Entry-Level
Copywriter,Mid-Level,3-5,Advanced copywriting; SEO optimization; Content research; Editing and proofreading; Brand voice consistency; CMS and AI tools proficiency; Digital marketing knowledge; Storytelling; Collaboration; Creativity,3,Mid-Level
Cybersecurity Analyst,Fresher,0-1,Python; C++; Linux Basics; Firewall Configuration; Wireshark; Nessus; Snort; Encryption Basics; Incident Response,0,Entry-Level
Security Analyst,Fresher,0-1,JavaScript Basics; Windows Security; ISO 27001 Basics; Wireshark; Metasploit; Cryptography Fundamentals; Team Collaboration,0,Entry-Level
Cybersecurity Analyst,Fresher,0,Python; Linux Fundamentals; NIST Basics; Snort; Antivirus Tools; Vulnerability Assessment,0,Entry-Level
Cybersecurity Analyst,Fresher,0-1,Wireshark; Firewall Basics; Linux Security; Incident Response; GDPR Basics,0,Entry-Level
Security Analyst,Fresher,0-1,C++; Windows Security; Metasploit; Risk Assessment Basics; Snort,0,Entry-Level
Security Analyst,Fresher,0-1,Python; Linux Commands; Nessus; Network Security Basics; GDPR Basics,0,Entry-Level
Cybersecurity Support Analyst,Fresher,0-1,Wireshark; Firewall Rules; Cryptography Basics; ISO 27001 Basics; Teamwork,0,Entry-Level
Cybersecurity Analyst,Fresher,0,Python Basics; Windows/Linux Basics; NIST Basics; Snort; Antivirus,0,Entry-Level
Cybersecurity Analyst,Fresher,0,C++ Basics; Wireshark; Metasploit; Linux Security; Encryption Fundamentals,0,Entry-Level
Information Security Analyst,Fresher,0-1,Python; Firewall Basics; GDPR Basics; Nessus; Snort,0,Entry-Level
Cybersecurity Analyst,Experienced,3-5,Splunk; QRadar; Threat Hunting; Risk Management; Incident Response; Python; Bash; Cloud Security (AWS/Azure),3,Mid-Level
Cybersecurity Analyst,Experienced,4-6,"LogRhythm; Vulnerability Management; PowerShell; Cloud Security; Compliance (GDPR, PCI-DSS)",4,Mid-Level
Cybersecurity Analyst,Experienced,2-4,Splunk; QRadar; SIEM Tools; Network Defense; Incident Response; Python Scripting,2,Entry-Level
Cybersecurity Analyst,Experienced,5-7,Threat Hunting; Splunk; Compliance; Risk Management; Team Leadership; Cloud Security,5,Senior-Level
Cybersecurity Risk Analyst,Experienced,3-6,Risk Management; Compliance Auditing; Python; PowerShell; Splunk,3,Mid-Level
Cloud Security Analyst,Experienced,4-7,AWS Security; Azure Security; GCP Security; SIEM Tools; Firewall Management; Incident Response,4,Mid-Level
Information Security Analyst,Experienced,3-5,Vulnerability Management; Threat Intelligence; Splunk; QRadar; Python; Incident Response,3,Mid-Level
Cyber Defense Analyst,Experienced,4-8,SOC Operations; Threat Hunting; SIEM Tools; Compliance Auditing; Firewall Management; Malware Analysis,4,Mid-Level
Incident Response Analyst,Experienced,5-9,Incident Response; Malware Analysis; Forensics; Threat Hunting; Splunk; QRadar,5,Senior-Level
Cybersecurity Analyst,Experienced,7-10,Leadership; Risk Management; SIEM Tools; Cloud Security; Compliance; Advanced Threat Detection,7,Senior-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Hypothesis testing; Regression,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Basic statistics,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,0,Entry-Level
Data Analyst,Senior-Level,4–8 years,Predictive modeling; Machine learning algorithms; A/B testing; Time-series analysis; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,4,Mid-Level
Data Analyst,Senior-Level,5–9 years,Predictive modeling; Machine learning; Time-series forecasting; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; ETL; Data warehousing; Hadoop; Spark; Kafka; Hypothesis testing; Statistical modeling,5,Senior-Level
Data Analyst,Senior-Level,6+ years,Predictive modeling; Advanced analytics; Machine learning; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,6,Senior-Level
Data Analyst,Senior-Level,5–8 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL workflows; Data engineering; Hadoop; Spark; Kafka,5,Senior-Level
Data Analyst,Senior-Level,6–10 years,Predictive modeling; Machine learning; Advanced analytics; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,6,Senior-Level
Data Analyst,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,5,Senior-Level
Data Analyst,Senior-Level,7+ years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,7,Senior-Level
Data Analyst,Senior-Level,6+ years,Advanced SQL; Python; R; SAS; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,6,Senior-Level
Data Analyst,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,5,Senior-Level
Data Analyst,Senior-Level,6–10 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,6,Senior-Level
Data Analyst,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,5,Senior-Level
Data Engineer,Fresher,0-1,Python; Java Basics; SQL; PostgreSQL; MongoDB; Hadoop Basics; Spark Basics; ETL Fundamentals; AWS Basics; Azure Fundamentals,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Scala Basics; MySQL; MongoDB; Airflow Basics; Linux; Spark Fundamentals; Data Modeling Basics,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Java; PostgreSQL; MongoDB; AWS S3 Basics; Azure Basics; Hadoop Fundamentals; Analytical Thinking,0,Entry-Level
Data Engineer,Fresher,0-1,SQL; Python; Java Basics; MongoDB; Hadoop Basics; Data Structures; ETL Tools Introduction,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Scala Basics; PostgreSQL; MongoDB; Airflow Fundamentals; Spark Basics; AWS Beginner,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Java Basics; PostgreSQL; Linux; SQL; ETL Fundamentals; AWS S3 Basics,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Scala Basics; PostgreSQL; MongoDB; Data Modeling Basics; Azure Fundamentals; Hadoop Basics,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Java; SQL; MongoDB; Airflow Basics; AWS Basics; Linux,0,Entry-Level
Data Engineer,Fresher,0-1,Python; SQL; PostgreSQL; MongoDB; Hadoop Basics; AWS Cloud Basics,0,Entry-Level
Data Engineer,Fresher,0-1,Python; Java Basics; SQL; MongoDB; Spark Fundamentals; Azure Basics; ETL Basics,0,Entry-Level
Data Engineer,Experienced,2-3,Python; Scala; Java; SQL Optimization; Apache Spark; Kafka; Airflow; AWS S3; Redshift,2,Entry-Level
Data Engineer,Experienced,3-4,Python; Java; SQL; Apache Kafka; Snowflake; Airflow; AWS Glue; Hadoop,3,Mid-Level
Data Engineer,Experienced,4-5,Scala; Python; SQL; Kafka; Flink; Databricks; GCP BigQuery; Data Modeling,4,Mid-Level
Data Engineer,Experienced,5+,Python; SQL; Spark; Hadoop; AWS EMR; Snowflake; Data Modeling; Airflow,5,Senior-Level
Data Engineer,Experienced,2-3,Java; Python; SQL; Kafka; Airflow; GCP BigQuery; MongoDB; Data Partitioning,2,Entry-Level
Data Engineer,Experienced,3-5,Python; Scala; SQL Optimization; AWS Glue; Databricks; Flink; Snowflake; Airflow,3,Mid-Level
Data Engineer,Experienced,4-5,Python; Java; SQL; Spark; Kafka; AWS Redshift; Azure Data Lake; Airflow,4,Mid-Level
Data Engineer,Experienced,5+,Python; SQL; Scala; Snowflake; BigQuery; Hadoop; Airflow; Kafka; Data Governance,5,Senior-Level
Data Engineer,Experienced,3-4,Python; Scala; SQL; Kafka; Flink; Azure Synapse; MongoDB; Airflow,3,Mid-Level
Data Engineer,Experienced,5+,Python; Java; SQL; Spark; AWS Glue; Snowflake; Data Modeling; Airflow; Kafka,5,Senior-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; MongoDB; Basic ML: classification, regression, clustering; Data wrangling; Data preprocessing",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; Excel; Basic ML: logistic regression, decision trees, K-means; MySQL; PostgreSQL",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MongoDB; MySQL; Basic ML: classification, clustering",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML algorithms: regression, classification, clustering",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MongoDB; MySQL; Basic ML models: decision trees, K-means, logistic regression; Data preprocessing",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; MongoDB; Basic ML: classification, regression, clustering; Data cleaning; Data wrangling",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML: logistic regression, clustering, decision trees; Data preprocessing; Data wrangling",0,Entry-Level
Data Scientist,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; MongoDB; Basic ML: classification, regression, clustering",0,Entry-Level
Data Science Associate,Fresher,0-1,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; Basic ML: regression, classification, clustering; Data cleaning; Data preprocessing",0,Entry-Level
Data Scientist,Mid-Senior,3-6,Python (advanced); R; SQL; Java/Scala; Regression; Classification; Clustering; Ensemble methods; Deep Learning; NLP; Reinforcement Learning; Hadoop; Spark; Tableau; PowerBI; ETL pipelines,3,Mid-Level
Data Scientist,Senior,5+,Python; R; SQL; Java/Scala; Ensemble methods; Time-series modeling; Deep Learning; NLP; Spark; Hadoop; AWS EMR; ETL pipelines; Feature Engineering; Tableau; PowerBI; Jupyter; Git,5,Senior-Level
Data Scientist,Senior,6+,Python; R; SQL; Java/Scala; Classification; Regression; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; Azure; ETL automation; Feature Engineering; Tableau; PowerBI; Jupyter; Git,6,Senior-Level
Data Scientist,Senior,7+,Python; R; SQL; Java/Scala; Machine Learning; Deep Learning; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Predictive modeling; Feature engineering; Tableau; PowerBI,7,Senior-Level
Machine Learning Scientist,Senior,5+,Python; R; SQL; Java/Scala; Regression; Classification; NLP; Reinforcement Learning; Spark; Hadoop; AWS; Azure; ETL pipelines; Feature engineering; Tableau; PowerBI,5,Senior-Level
Machine Learning Engineer,Senior,5-7,Python (advanced); R; SQL; Java/Scala; Regression; Classification; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Feature engineering; Tableau; PowerBI,5,Senior-Level
Machine Learning Scientist,Senior,6+,Python; R; SQL; Java/Scala; Ensemble methods; Deep Learning; NLP; Reinforcement Learning; Spark; Hadoop; AWS; Azure; ETL automation; Feature engineering; Tableau; PowerBI,6,Senior-Level
Data Scientist,Senior,7+,Python; R; SQL; Java/Scala; Classification; Regression; NLP; Reinforcement Learning; Ensemble methods; Spark; Hadoop; AWS; GCP; ETL automation; Feature engineering; Predictive modeling; Tableau; PowerBI,7,Senior-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python fundamentals; Terraform awareness; Ansible awareness; Linux basics,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; Terraform awareness; Ansible awareness; Linux fundamentals,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash basics; Python basics; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Fresher,0–1 year,Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness,0,Entry-Level
DevOps Engineer,Experienced,4–8 years,AWS; Azure; GCP; Terraform; Ansible; Jenkins; GitLab CI; CircleCI; Kubernetes; Helm; Docker Swarm; Puppet; Chef; Prometheus; ELK stack; Grafana; DevSecOps; Linux/Unix; API automation; Microservices,4,Mid-Level
Digital Marketing Specialist,Fresher,0-1,"Google Ads basics; Facebook Ads Manager basics; Instagram marketing basics; LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation; Copywriting; Blogging; Email marketing tools (Mailchimp, HubSpot) basics; Google Analytics basics; CMS (WordPress) basics; Creativity; Communication; Teamwork; Adaptability",0,Entry-Level
Digital Marketing Specialist,Fresher,0-1,SEO and SEM fundamentals; Content creation; Social media marketing basics; Email marketing basics; Google Analytics basics; CMS tools; Creativity; Team collaboration; Communication skills; Adaptability,0,Entry-Level
Digital Marketing Specialist,Fresher,0-1,"Google Ads; Facebook Ads Manager; Instagram, LinkedIn basics; SEO/SEM fundamentals; Blogging and copywriting; Email marketing basics; Google Analytics basics; CMS (WordPress); Basic marketing automation; Creativity; Communication; Teamwork",0,Entry-Level
Digital Marketing Specialist,Fresher,0-1,Digital advertising basics; SEO and SEM fundamentals; Social media marketing; Content creation and copywriting; Email marketing tools basics; Google Analytics basics; CMS knowledge; Creativity; Communication; Team collaboration; Adaptability,0,Entry-Level
Digital Marketing Specialist,Fresher,0-1,"Google Ads and Facebook Ads basics; Instagram and LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation and copywriting; Email marketing (Mailchimp, HubSpot basics); Google Analytics; CMS tools (WordPress); Creativity; Communication; Teamwork; Adaptability",0,Entry-Level
Digital Marketing Specialist,Experienced,3-5,"Advanced digital marketing strategies; SEO and SEM optimization; PPC campaigns; Multi-channel campaign management; Content creation and social media marketing; Email automation; Analytics and reporting (Google Analytics, Tableau, Mixpanel); Lead generation and nurturing; Marketing automation tools (HubSpot, Marketo, Salesforce); Brand strategy; UX design integration; Team leadership; Budget management; Data-driven marketing",3,Mid-Level
Digital Marketing Specialist,Experienced,4-6,"Digital marketing strategy; Multi-channel campaign management; SEO/SEM/PPC optimization; Content marketing; Social media marketing; Email automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Salesforce, Marketo); Brand management; UX integration; Team leadership; Budget management; Data-driven marketing",4,Mid-Level
Digital Marketing Specialist,Experienced,5-7,"Advanced digital campaigns; SEO, SEM, PPC; Content and social media marketing; Email marketing automation; Marketing analytics (Google Analytics, Tableau, Mixpanel); Lead generation; CRM and marketing automation tools; Brand strategy and UX design; Multi-channel campaign integration; Team leadership; Budget management; Data-driven decision making",5,Senior-Level
Digital Marketing Specialist,Experienced,6-8,"Digital marketing strategy; SEO, SEM, PPC optimization; Content and social media campaigns; Email marketing automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Marketo, Salesforce); Brand and UX strategy; Multi-channel campaign coordination; Team management; Budget and ROI optimization; Emerging marketing technologies (AI-driven personalization)",6,Senior-Level
Digital Marketing Specialist,Experienced,7-10,"Advanced digital marketing campaigns; SEO/SEM/PPC optimization; Content marketing strategy; Social media marketing; Email automation and personalization; Marketing analytics (Tableau, Mixpanel, GA); Lead generation and nurturing; Brand management and UX integration; Multi-channel campaign management; Team leadership; Budget planning; AI-powered marketing tools; Data-driven marketing",7,Senior-Level
Digital Marketing Specialist,Experienced,5-7,"Digital strategy development; SEO and SEM optimization; PPC campaigns management; Content marketing strategy; Social media campaigns; Email automation tools (HubSpot, Marketo); Analytics and reporting (GA, Tableau, Mixpanel); Lead generation and nurturing; Brand management; UX design integration; Team leadership; Budget planning; Data-driven marketing; AI-driven marketing strategies",5,Senior-Level
Digital Marketing Specialist,Experienced,6-8,"Multi-channel marketing strategy; Advanced SEO and SEM; PPC campaign optimization; Content and social media marketing; Email marketing automation; Marketing analytics (GA, Tableau, Mixpanel); CRM tools (HubSpot, Salesforce); Lead generation and nurturing; Brand strategy; UX/UI integration; Team management; Budget optimization; AI-powered marketing solutions; Data-driven decision making",6,Senior-Level
Digital Marketing Specialist,Experienced,7-10,"Strategic digital marketing planning; SEO/SEM/PPC optimization; Content and social media campaigns; Email automation and personalization; Advanced analytics (Google Analytics, Tableau, Mixpanel); Lead generation and CRM management; Brand strategy; UX/UI integration; Cross-channel campaign management; Team leadership; Budget and ROI management; AI-driven marketing strategies; Data-driven campaign optimization",7,Senior-Level
